IMDB_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,IMDB_rating,RT_rating,Metacritic_rating,Type
tt0147800,10 Things I Hate About You,1999,PG-13,31 Mar 1999,97 min,"Comedy, Drama, Romance",Gil Junger,"Karen McCullah, Kirsten Smith, William Shakespeare","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt","English, French",United States,7.3,69%,70/100,movie
tt7019028,101 Dalmatian Street,2018–2020,TV-Y7,25 Mar 2019,22 min,"Animation, Comedy, Family",N/A,N/A,"Josh Brener, Michaela Dietz, Bert Davis",English,"United Kingdom, United States, Canada",6.3,,,series
tt0115433,101 Dalmatians,1996,G,27 Nov 1996,103 min,"Adventure, Comedy, Crime",Stephen Herek,"Dodie Smith, John Hughes","Glenn Close, Jeff Daniels, Joely Richardson","English, Spanish","United States, United Kingdom",5.7,41%,49/100,movie
tt0324941,101 Dalmatians 2: Patch's London Adventure,2002,G,21 Jan 2003,74 min,"Animation, Adventure, Comedy, Family, Musical","Jim Kammerud, Brian Smith","Jim Kammerud (story), Dan Root (story), Garrett K. Schiff (story), Brian Smith (story), Jim Kammerud (screenplay), Brian Smith (screenplay), Dodie Smith (novel), Michael Lucker, Temple Mathews (additional script material)","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood",English,United States,5.8,67%,,movie
tt0211181,102 Dalmatians,2000,G,22 Nov 2000,100 min,"Adventure, Comedy, Family",Kevin Lima,"Dodie Smith, Kristen Buckley, Brian Regan","Glenn Close, Gérard Depardieu, Ioan Gruffudd",English,"United States, United Kingdom, France",4.9,31%,35/100,movie
tt1846442,12 Dates of Christmas,2011,PG,11 Dec 2011,90 min,"Comedy, Fantasy, Romance",James Hayman,"Aaron Mendelsohn (teleplay by), Janet Brownell (teleplay by), Aaron Mendelsohn (story by), Blake Harris (story by)","Laura Miyata, Vijay Mehta, Amy Smart, Audrey Dwyer",English,United States,6.3,,,movie
tt0046672,"20,000 Leagues Under the Sea",1954,G,20 Jul 1955,127 min,"Adventure, Drama, Family",Richard Fleischer,"Earl Felton, Jules Verne","Kirk Douglas, James Mason, Paul Lukas",English,United States,7.2,89%,83/100,movie
tt0120623,A Bug's Life,1998,G,25 Nov 1998,95 min,"Animation, Adventure, Comedy","John Lasseter, Andrew Stanton","John Lasseter, Andrew Stanton, Joe Ranft","Kevin Spacey, Dave Foley, Julia Louis-Dreyfus",English,United States,7.2,92%,77/100,movie
tt12076020,A Celebration of the Music from Coco,2020,N/A,10 Apr 2020,47 min,"Music, Musical",Ron de Moraes,N/A,"Benjamin Bratt, Jaime Camil, Aran de la Peña, Felipe Fernández del Paso",English,United States,7.1,,,movie
tt0113198,A Goofy Movie,1995,G,07 Apr 1995,78 min,"Animation, Adventure, Comedy",Kevin Lima,"Jymn Magon, Chris Matheson, Brian Pimental","Bill Farmer, Jason Marsden, Jim Cummings",English,"United States, Australia, France, Canada",6.9,58%,,movie
tt0113538,A Kid in King Arthur's Court,1995,PG,11 Aug 1995,89 min,"Adventure, Comedy, Family",Michael Gottlieb,"Michael Part, Robert L. Levy","Thomas Ian Nicholas, Joss Ackland, Art Malik",English,"United States, Hungary, United Kingdom",4.7,5%,34/100,movie
tt0038674,A Knight for a Day,1946,Approved,08 Mar 1946,7 min,"Animation, Short, Comedy","Jack Hannah, Burt Gillett, Bill Roberts",Bill Peet,"Billy Bletcher, Pinto Colvig",English,United States,6.8,,,movie
tt0282123,A Ring of Endless Light,2002,TV-G,23 Aug 2002,88 min,"Drama, Family, Romance",Greg Beeman,"Madeleine L'Engle (novel), Marita Giovanni (teleplay), Bruce Graham (teleplay)","Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers",English,United States,6.0,,,movie
tt0287003,A Tale of Two Critters,1977,G,22 Jun 1977,48 min,"Adventure, Family",Jack Speirs,Jack Speirs,Mayf Nutter,English,United States,6.0,,,movie
tt1620680,A Wrinkle in Time,2018,PG,09 Mar 2018,109 min,"Adventure, Family, Fantasy",Ava DuVernay,"Jennifer Lee, Jeff Stockwell, Madeleine L'Engle","Storm Reid, Oprah Winfrey, Reese Witherspoon",English,United States,4.2,42%,53/100,movie
tt6139732,Aladdin,2019,PG,24 May 2019,128 min,"Action, Adventure, Family",Guy Ritchie,"John August, Guy Ritchie","Will Smith, Mena Massoud, Naomi Scott","English, Arabic","United Kingdom, United States, Australia",6.9,57%,53/100,movie
tt0103639,Aladdin,1992,G,25 Nov 1992,90 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Ted Elliott","Scott Weinger, Robin Williams, Linda Larkin",English,United States,8.0,95%,86/100,movie
tt0115491,Aladdin and the King of Thieves,1996,Not Rated,13 Aug 1996,81 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Tad Stones,"Mark McCorkle (screenplay by), Bob Schooley (screenplay by)","Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin",English,United States,6.4,33%,,movie
tt0107952,The Return of Jafar,1994,G,20 May 1994,69 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Toby Shelton, Tad Stones, Alan Zaslove","Duane Capizzi (story), Doug Langdale (story), Mark McCorkle (story), Bob Schooley (story), Tad Stones (story), Kevin Campbell, Mirith J. Colao, Bill Motz, Steve Roberts, Dev Ross, Bob Roth, Jan Strnad, Brian Swenlin","Jason Alexander, Jonathan Freeman, Jeff Bennett, Gilbert Gottfried",English,United States,5.9,33%,,movie
tt0043274,Alice in Wonderland,1951,G,14 Sep 1951,75 min,"Animation, Adventure, Family","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Lewis Carroll, Winston Hibler, Ted Sears","Kathryn Beaumont, Ed Wynn, Richard Haydn",English,United States,7.4,81%,68/100,movie
tt1014759,Alice in Wonderland,2010,PG,05 Mar 2010,108 min,"Adventure, Family, Fantasy",Tim Burton,"Linda Woolverton, Lewis Carroll","Mia Wasikowska, Johnny Depp, Helena Bonham Carter",English,"United States, United Kingdom",6.4,51%,53/100,movie
tt0417415,Aliens of the Deep,2005,G,25 Aug 2005,100 min,"Documentary, Family","James Cameron, Steven Quale",N/A,"James Cameron, Anatoly M. Sagalevitch, Genya Chernaiev",English,United States,6.4,84%,71/100,movie
tt0041112,All in a Nutshell,1949,Approved,02 Sep 1949,7 min,"Animation, Short, Comedy",Jack Hannah,"Bill Berg, Nick George","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,7.4,,,movie
tt0217990,Alley Cats Strike,2000,TV-G,18 Mar 2000,103 min,"Drama, Family, Sport",Rod Daniel,Gregory K. Pincus,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley",English,"USA, Canada",6.1,,,movie
tt0055740,Almost Angels,1962,Not Rated,20 Jul 1963,93 min,"Comedy, Family, Music",Steve Previn,"Vernon Harris, Robert A. Stemmle","Vincent Winter, Sean Scully, Peter Weck",English,United States,6.5,,,movie
tt0098740,America's Funniest Home Videos,1989–,TV-PG,26 Nov 1989,30 min,"Comedy, Family, Reality-TV",N/A,N/A,"Jess Harnell, Tom Bergeron, Bob Saget",English,United States,6.2,,,series
tt0381006,America's Heart & Soul,2004,PG,02 Jul 2004,84 min,Documentary,Louie Schwartzberg,N/A,"George Woodard, Charles Jimmie Sr., The Vasquez Brothers",English,United States,5.0,,55/100,movie
tt4622802,America's National Parks,2015–,TV-G,06 Dec 2015,N/A,Documentary,N/A,N/A,C.T. Taylor,English,United States,7.7,,,series
tt0082017,Amy,1981,G,20 Mar 1981,100 min,"Drama, Family",Vincent McEveety,Noreen Stone,"Jenny Agutter, Barry Newman, Kathleen Nolan","English, American Sign ",United States,6.6,,,movie
tt0208185,An Extremely Goofy Movie,2000,G,29 Feb 2000,79 min,"Animation, Comedy, Family, Sport",Douglas McCarthy,"Scott Spencer Gorden (screenplay by), Hillary Carlip (additional screenplay material by)","Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings",English,"USA, Australia",6.4,63%,,movie
tt5195114,Andi Mack,2017–2019,TV-G,10 Mar 2017,25 min,"Comedy, Drama, Family",N/A,Terri Minsky,"Peyton Elizabeth Lee, Joshua Rush, Sofia Wylie",English,United States,7.2,,,series
tt0207972,Annie,1999,UNRATED,07 Nov 1999,90 min,"Family, Comedy, Musical",Rob Marshall,"Irene Mecchi (teleplay), Thomas Meehan (book), Martin Charnin (lyrics)","Kathy Bates, Victor Garber, Alan Cumming, Audra McDonald",English,United States,6.7,,,movie
tt9782756,Apollo: Missions to the Moon,2019,Not Rated,07 Jul 2019,94 min,"Documentary, History",Tom Jennings,Tom Jennings,"Walt Disney, Ward Kimball, Wernher von Braun",English,United States,7.6,,,movie
tt0327437,Around the World in 80 Days,2004,PG,16 Jun 2004,120 min,"Action, Adventure, Comedy",Frank Coraci,"Jules Verne, David N. Titcher, David Benullo","Jackie Chan, Steve Coogan, Jim Broadbent","English, Cantonese, French, German, Hindi, Turkish","United States, Germany, Ireland, United Kingdom",5.9,32%,49/100,movie
tt6467274,Atlantis Rising,2017,N/A,29 Jan 2017,93 min,"Documentary, Adventure, Mystery",Simcha Jacobovici,"Simcha Jacobovici, Georgeos Díaz-Montexano (story advisor)","James Cameron, Georgeos Díaz-Montexano, Peter Ellul Vincenti, Richard Freund",English,Canada,6.6,,,movie
tt0344864,Atlantis: Milo's Return,2003,G,20 May 2003,70 min,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Victor Cook, Toby Shelton, Tad Stones","Thomas Hart (screenplay), Henry Gilroy (screenplay), Kevin Hopps (screenplay), Tad Stones (screenplay), Steve Englehart (screenplay), Marty Isenberg (screenplay)","James Arnold Taylor, Cree Summer, John Mahoney, Jacqueline Obradors","Norwegian, English",United States,5.1,,,movie
tt0230011,Atlantis: The Lost Empire,2001,PG,15 Jun 2001,95 min,"Animation, Action, Adventure","Gary Trousdale, Kirk Wise","Tab Murphy, Kirk Wise, Gary Trousdale","Michael J. Fox, Jim Varney, Corey Burton","English, French, Spanish",United States,6.9,49%,52/100,movie
tt8952294,Auntie Edna,2018,TV-PG,06 Nov 2018,5 min,"Animation, Short, Action",Ted Mathot,"Brad Bird, Ted Mathot","Brad Bird, Craig T. Nelson, Eli Fucile",English,United States,7.2,,,movie
tt1830491,Austin & Ally,2011–2016,TV-G,02 Dec 2011,30 min,"Comedy, Drama, Family",N/A,"Kevin Kopelow, Heath Seifert","Ross Lynch, Laura Marano, Raini Rodriguez",English,United States,6.0,,,series
tt0499549,Avatar,2009,PG-13,18 Dec 2009,162 min,"Action, Adventure, Fantasy",James Cameron,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver","English, Spanish","United States, United Kingdom",7.8,82%,83/100,movie
tt0022647,Babes in the Woods,1932,Approved,19 Nov 1932,8 min,"Animation, Short, Comedy",Burt Gillett,"Ted Sears, Webb Smith","Mary Moder, Purv Pullen, Toby Wing",English,United States,6.7,,,movie
tt0054649,Babes in Toyland,1961,Approved,14 Dec 1961,106 min,"Comedy, Family, Fantasy",Jack Donohue,"Victor Herbert, Glen MacDonough, Ward Kimball","Ray Bolger, Tommy Sands, Annette Funicello",English,United States,6.2,36%,55/100,movie
tt0034492,Bambi,1942,G,21 Aug 1942,70 min,"Animation, Drama, Family","James Algar, Samuel Armstrong, David Hand","Felix Salten, Perce Pearce, Larry Morey","Hardie Albright, Stan Alexander, Bobette Audrey",English,United States,7.3,90%,91/100,movie
tt0447854,Bambi and the Great Prince of the Forest,2006,G,07 Feb 2006,75 min,"Animation, Adventure, Drama, Family, Fantasy, Romance",Brian Pimental,"Brian Pimental (story), Jeanne Rosenberg (story), Alicia Kirk (screenplay), Felix Salten (book), Nick Thiel (additional screenplay material), Roger S.H. Schulman (additional screenplay material), Ben Gluck (head of story)","Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg",English,United States,6.1,50%,,movie
tt8075496,Bao,2018,G,15 Jun 2018,8 min,"Animation, Short, Drama",Domee Shi,Domee Shi,"Sindy Lau, Daniel Kai Lin, Sharmaine Yeoh",None,United States,7.5,89%,,movie
tt10219416,Be Our Chef,2020–,TV-G,27 Mar 2020,25 min,Game-Show,N/A,N/A,Angela Kinsey,English,United States,6.3,,,series
tt0031086,Beach Picnic,1939,Approved,09 Jun 1939,8 min,"Animation, Short, Comedy","Clyde Geronimi, Burt Gillett","Carl Barks, Jack Hannah","Lee Millar, Clarence Nash",English,United States,6.7,,,movie
tt0047864,Bearly Asleep,1955,TV-Y7,19 Aug 1955,8 min,"Animation, Short, Comedy",Jack Hannah,"Al Bertino, David Detiege","James MacDonald, Clarence Nash",English,United States,7.2,,,movie
tt0101414,Beauty and the Beast,1991,G,22 Nov 1991,84 min,"Animation, Family, Fantasy","Gary Trousdale, Kirk Wise","Linda Woolverton, Brenda Chapman, Chris Sanders","Paige O'Hara, Robby Benson, Jesse Corti","English, French",United States,8.0,94%,95/100,movie
tt0167038,Belle's Magical World,1998,G,16 Feb 1998,92 min,"Animation, Comedy, Family, Fantasy, Musical, Romance","Bob Kline, Cullen Blaine, Dale Case, Daniel de la Vega, Barbara Dourmaskin-Case, Rick Leon, Burt Medall, Mitch Rochon","Richard Cray, Alice Brown, Carter Crocker, Nancy Greystone, Richard Cray, Chip Hand (story), Carter Crocker, Sheree Guitar","Jeff Bennett, Robby Benson, Paige O'Hara, Jim Cummings",English,United States,5.2,17%,,movie
tt0118692,Beauty and the Beast: The Enchanted Christmas,1997,G,11 Nov 1997,72 min,"Animation, Family, Fantasy, Music, Musical",Andrew Knight,"Flip Kobler, Cindy Marcus, Bill Motz, Bob Roth, Carter Crocker, Karl Geurs","Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers",English,"Canada, USA",6.0,13%,,movie
tt0317132,Because of Winn-Dixie,2005,PG,18 Feb 2005,106 min,"Comedy, Drama, Family",Wayne Wang,"Kate DiCamillo, Joan Singleton","AnnaSophia Robb, Jeff Daniels, Eva Marie Saint",English,United States,6.3,55%,54/100,movie
tt0066817,Bedknobs and Broomsticks,1971,G,13 Dec 1971,117 min,"Animation, Adventure, Comedy","Robert Stevenson, Ward Kimball","Ralph Wright, Ted Berman, Bill Walsh","Angela Lansbury, David Tomlinson, Roddy McDowall","English, German",United States,7.1,66%,59/100,movie
tt0960731,Bedtime Stories,2008,PG,25 Dec 2008,99 min,"Adventure, Comedy, Family",Adam Shankman,"Matt Lopez, Tim Herlihy","Adam Sandler, Keri Russell, Courteney Cox",English,United States,6.0,27%,33/100,movie
tt0047867,Beezy Bear,1955,TV-Y7,02 Sep 1955,7 min,"Animation, Short, Comedy",Jack Hannah,"David Detiege, Al Bertino","James MacDonald, Clarence Nash, Bill Thompson",English,United States,7.1,,,movie
tt5929776,Before the Flood,2016,PG,30 Oct 2016,96 min,"Documentary, News",Fisher Stevens,Mark Monroe,"Leonardo DiCaprio, Ki-moon Ban, Alejandro G. Iñárritu",English,United States,8.2,75%,63/100,movie
tt0092638,Benji the Hunted,1987,G,19 Jun 1987,88 min,"Adventure, Family",Joe Camp,Joe Camp,"Red Steagall, Frank Inn, Benjean",English,United States,6.3,55%,53/100,movie
tt4507442,Best Friends Whenever,2015–2016,TV-G,26 Jun 2015,21 min,"Comedy, Family, Sci-Fi",N/A,"Jed Elinoff, Scott Thomas","Landry Bender, Lauren Taylor, Gus Kamp",English,United States,5.7,,,series
tt0094739,Big Business,1988,PG,10 Jun 1988,97 min,Comedy,Jim Abrahams,"Dori Pierson, Marc Reid Rubel","Bette Midler, Lily Tomlin, Fred Ward","English, Italian",United States,6.4,44%,53/100,movie
tt7165904,Big City Greens,2018–,TV-Y7,18 Jun 2018,22 min,"Animation, Adventure, Comedy",N/A,"Shane Houghton, Chris Houghton","Chris Houghton, Marieve Herington, Bob Joles","English, Korean","United States, South Korea",7.2,,,series
tt2245084,Big Hero 6,2014,PG,07 Nov 2014,102 min,"Animation, Action, Adventure","Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson","Ryan Potter, Scott Adsit, Jamie Chung",English,"United States, Japan",7.8,90%,74/100,movie
tt6412478,Billy Dilley's Super-Duper Subterranean Summer,2017,TV-Y7,03 Jun 2017,22 min,"Animation, Short, Adventure",N/A,Aaron Springer,"Aaron Springer, Tom Kenny, Catherine Wayne",English,United States,4.4,,,series
tt1570382,Bizarre Dinosaurs,2009,N/A,11 Oct 2009,48 min,Documentary,Jenny Kubo,Eleanor Grant,"Jack Horner, Paul Sereno, Gregory Erickson, Robert Bakker",English,United States,6.7,,,movie
tt0062737,Blackbeard's Ghost,1968,Approved,08 Feb 1968,106 min,"Comedy, Family, Fantasy",Robert Stevenson,"Bill Walsh, Don DaGradi, Ben Stahl","Peter Ustinov, Dean Jones, Suzanne Pleshette",English,United States,6.9,82%,71/100,movie
tt0109287,Blank Check,1994,PG,11 Feb 1994,93 min,"Comedy, Crime, Family",Rupert Wainwright,"Blake Snyder, Colby Carr","Brian Bonsall, Karen Duffy, James Rebhorn",English,United States,5.3,9%,42/100,movie
tt7678620,Bluey,2018–,TV-Y,30 Sep 2018,7 min,"Animation, Family",N/A,Joe Brumm,"David McCormack, Melanie Zanetti, Charlotte Stent",English,"Australia, United Kingdom",9.7,,,series
tt0029930,Boat Builders,1938,TV-G,25 Feb 1938,7 min,"Animation, Short, Comedy",Ben Sharpsteen,Vernon Stallings,"Pinto Colvig, Walt Disney, Marcellite Garner",English,United States,7.3,,,movie
tt0397892,Bolt,2008,PG,21 Nov 2008,96 min,"Animation, Adventure, Comedy","Byron Howard, Chris Williams","Dan Fogelman, Chris Williams","John Travolta, Miley Cyrus, Susie Essman",English,United States,6.8,89%,67/100,movie
tt0213334,Bonkers,1993–1994,TV-Y,04 Sep 1993,27 min,"Animation, Short, Action",N/A,N/A,"Jim Cummings, Earl Boen, Frank Welker",English,"United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines",6.8,,,series
tt0395479,Boundin',2003,G,05 Nov 2004,5 min,"Animation, Short, Comedy","Bud Luckey, Roger Gould",Bud Luckey,Bud Luckey,English,United States,6.9,,,movie
tt0105958,Boy Meets World,1993–2000,TV-G,24 Sep 1993,23 min,"Comedy, Drama, Family",N/A,"Michael Jacobs, April Kelly","Ben Savage, Rider Strong, William Daniels",English,United States,8.1,,,series
tt2078690,Brain Games,2011–,TV-G,09 Oct 2011,60 min,"Documentary, Comedy, Drama",N/A,"Jerry Kolber, Bill Margol","Jason Silva, Bert Thomas Morris, Apollo Robbins",English,United States,8.2,,,series
tt1217209,Brave,2012,PG,22 Jun 2012,93 min,"Animation, Adventure, Comedy","Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman, Mark Andrews, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson",English,"United States, United Kingdom",7.1,78%,69/100,movie
tt0163986,The Brave Little Toaster to the Rescue,1997,Not Rated,25 May 1999,74 min,"Animation, Adventure, Family, Fantasy","Robert C. Ramirez, Patrick A. Ventura","Thomas M. Disch (based on characters created by), Jerry Rees (additional characters), Joe Ranft (additional characters), Willard Carroll (story by), Willard Carroll (screenplay by)","Jessica Tuck, Chris Young, Roger Kabler, Deanna Oliver","Chinese, Mandarin, Japanese, Korean, French, English",United States,6.4,40%,,movie
tt7293698,Breaking2,2017,N/A,20 Sep 2017,55 min,Documentary,Martin Desmond Roe,N/A,N/A,English,United States,7.2,,,movie
tt0162212,Brink!,1998,TV-G,29 Aug 1998,99 min,"Drama, Family, Sport",Greg Beeman,Jeff Schechter,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker",English,United States,7.1,,,movie
tt0328880,Brother Bear,2003,G,01 Nov 2003,85 min,"Animation, Adventure, Comedy","Aaron Blaise, Robert Walker","Tab Murphy, Lorne Cameron, David Hoselton","Joaquin Phoenix, Jeremy Suarez, Rick Moranis","English, Inuktitut, Croatian, Serbian",United States,6.8,37%,48/100,movie
tt0465925,Brother Bear 2,2006,G,29 Aug 2006,74 min,"Animation, Adventure, Comedy, Family, Fantasy, Romance",Ben Gluck,"Rich Burns (screenplay), Ben Gluck (additional screenplay)","Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis",English,United States,6.2,50%,,movie
tt0430932,Buffalo Dreams,2005,G,11 Mar 2005,89 min,Family,David Jackson,Marjorie Schwartz Nielsen,"Reiley McClendon, Simon Baker, George Newbern, Jane Sibbett",English,United States,5.8,,,movie
tt8693362,Bug Juice: My Adventures at Camp,2018–,TV-G,16 Jul 2018,22 min,Reality-TV,N/A,N/A,"Jackson Rozells, Juliet Embry, Scarlett Embry",English,United States,7.3,,,series
tt1334585,Burn-E,2008,G,18 Nov 2008,8 min,"Animation, Short, Adventure",Angus MacLane,"Angus MacLane, Andrew Stanton, Derek Thompson","Angus MacLane, Tessa Swigart, Ben Burtt",English,United States,7.6,,,movie
tt0294425,Cadet Kelly,2002,TV-G,08 Mar 2002,101 min,"Comedy, Drama, Family",Larry Shaw,"Gail Parent, Michael Walsh","Hilary Duff, Christy Carlson Romano, Gary Cole, Shawn Ashmore",English,"USA, Canada",5.5,,,movie
tt0109369,Camp Nowhere,1994,PG,26 Aug 1994,96 min,"Adventure, Comedy, Family",Jonathan Prince,"Andrew Kurtzman, Eliot Wald","Jonathan Jackson, Christopher Lloyd, John Putch",English,United States,6.1,18%,,movie
tt1055366,Camp Rock,2008,TV-G,20 Jun 2008,94 min,"Comedy, Family, Music, Musical, Romance",Matthew Diamond,"Karin Gist, Regina Y. Hicks, Julie Brown, Paul Brown","Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera","English, Portuguese",United States,5.2,45%,,movie
tt1252380,Camp Rock 2: The Final Jam,2010,TV-G,03 Sep 2010,97 min,"Comedy, Family, Music, Musical, Romance",Paul Hoen,"Dan Berendsen, Karin Gist, Regina Y. Hicks, Karin Gist (characters), Regina Y. Hicks (characters), Julie Brown (characters), Paul Brown (characters)","Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas",English,United States,5.2,63%,,movie
tt0186910,Can of Worms,1999,TV-PG,10 Apr 1999,90 min,"Comedy, Family, Sci-Fi",Paul Schneider,"Kathy Mackel (teleplay), Kathy Mackel (based on the book by)","Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote",English,"USA, Canada",5.0,,,movie
tt0075807,Candleshoe,1977,G,16 Dec 1977,101 min,"Adventure, Comedy, Drama",Norman Tokar,"David Swift, Rosemary Anne Sisson, Michael Innes","Jodie Foster, David Niven, Helen Hayes",English,"United Kingdom, United States",6.8,,68/100,movie
tt0033448,Canine Caddy,1941,Approved,30 May 1941,7 min,"Animation, Short, Comedy",Clyde Geronimi,N/A,"Pinto Colvig, Walt Disney",English,United States,6.4,,,movie
tt0317219,Cars,2006,G,09 Jun 2006,117 min,"Animation, Comedy, Family","John Lasseter, Joe Ranft","John Lasseter, Joe Ranft, Jorgen Klubien","Owen Wilson, Bonnie Hunt, Paul Newman","English, Italian, Japanese, Yiddish",United States,7.1,74%,73/100,movie
tt1216475,Cars 2,2011,G,24 Jun 2011,106 min,"Animation, Adventure, Comedy","John Lasseter, Bradford Lewis","John Lasseter, Bradford Lewis, Dan Fogelman","Owen Wilson, Larry the Cable Guy, Michael Caine","English, Japanese, Italian, French",United States,6.1,40%,57/100,movie
tt3606752,Cars 3,2017,G,16 Jun 2017,102 min,"Animation, Adventure, Comedy",Brian Fee,"Brian Fee, Ben Queen, Eyal Podell","Owen Wilson, Cristela Alonzo, Chris Cooper",English,United States,6.7,69%,59/100,movie
tt1378121,El Materdor,2008,N/A,29 Oct 2008,3 min,"Animation, Short, Adventure","John Lasseter, Rob Gibbs, Victor Navone","John Lasseter, Rob Gibbs, Bobby Podesta","Larry the Cable Guy, Keith Ferguson, Peter Sohn",English,United States,N/A,,,episode
tt1788785,Moon Mater,2010,TV-G,02 Nov 2010,5 min,"Animation, Short, Adventure",Rob Gibbs,"John Lasseter, Rob Gibbs, Daniel Chong","Larry the Cable Guy, Keith Ferguson, Carol Bach Rita",N/A,N/A,N/A,,,episode
tt1378123,Rescue Squad Mater,2008,N/A,27 Oct 2008,3 min,"Animation, Short, Adventure","John Lasseter, Rob Gibbs, Victor Navone","John Lasseter, Rob Gibbs, Bobby Podesta","Larry the Cable Guy, Keith Ferguson, Peter Sohn",English,United States,N/A,,,episode
tt3755836,Spinning,2013,N/A,22 Mar 2013,2 min,"Animation, Short, Comedy",Jeremy Lasky,"John Lasseter, Nick Sung, Jeff Pidgeon","Keith Ferguson, Paul Dooley, Tony Shalhoub",English,United States,N/A,,,episode
tt2166364,Time Travel Mater,2012,G,04 Jun 2012,6 min,"Animation, Short, Adventure",Rob Gibbs,"John Lasseter, Rob Gibbs, Scott Morse","Larry the Cable Guy, Keith Ferguson, John Michael Higgins",N/A,N/A,N/A,,,episode
tt1330219,Tokyo Mater,2008,G,12 Dec 2008,7 min,"Animation, Short, Action, Adventure, Comedy, Family","John Lasseter, Rob Gibbs(co-director), Victor Navone(co-director)","Rob Gibbs (story), John Lasseter (story), Scott Morse (story)","Larry the Cable Guy, Keith Ferguson, Michael Wallis, Mach Tony Kobayashi",English,United States,6.6,,,movie
tt1511164,Unidentified Flying Mater,2009,N/A,20 Nov 2009,4 min,"Animation, Short, Adventure, Comedy, Family, Sport","John Lasseter, Rob Gibbs(co-director)","John Lasseter (story), Rob Gibbs (story), Matthew Luhn (story), Scott Morse (story), Kevin O'Brien (story), Derek Thompson (story)","Larry the Cable Guy, Keith Ferguson, George Carlin, Guido Quaroni",N/A,N/A,6.4,,,episode
tt3755824,Bugged,2013,N/A,22 Mar 2013,2 min,"Animation, Short, Comedy",Jeremy Lasky,"Rob Gibbs, Jeff Pidgeon, Nick Sung","Jerome Ranft, Josh Cooley",N/A,N/A,N/A,,,episode
tt0090803,Casebusters,1986,TV-G,25 May 1986,45 min,"Adventure, Drama, Family",Wes Craven,"George Arthur Bloom, Don Roos","Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley",English,United States,5.6,,,episode
tt0349205,Cheaper by the Dozen,2003,PG,25 Dec 2003,98 min,"Comedy, Family",Shawn Levy,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey, Craig Titley","Steve Martin, Bonnie Hunt, Hilary Duff",English,United States,5.9,24%,46/100,movie
tt0097053,Cheetah,1989,G,18 Aug 1989,83 min,"Adventure, Drama, Family",Jeff Blyth,"Alan Caillou, John Cotter, Erik Tarloff","Keith Coogan, Lucy Deakins, Colin Mothupi",English,United States,6.0,50%,,movie
tt0033460,Chef Donald,1941,Approved,05 Dec 1941,7 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Jack Hannah","Clarence Nash, Sarah Selby",English,United States,7.3,,,movie
tt0371606,Chicken Little,2005,G,04 Nov 2005,81 min,"Animation, Adventure, Comedy",Mark Dindal,"Mark Dindal, Mark Kennedy, Steve Bencich","Zach Braff, Joan Cusack, Garry Marshall",English,United States,5.7,36%,48/100,movie
tt0096557,Chip 'n' Dale Rescue Rangers,1988–1990,TV-Y,04 Mar 1989,22 min,"Animation, Adventure, Comedy",N/A,N/A,"Corey Burton, Peter Cullen, Tress MacNeille",English,"Taiwan, South Korea, China, Japan, United Kingdom, United States",7.6,,,series
tt0039263,Chip an' Dale,1947,Approved,28 Nov 1947,7 min,"Animation, Short, Comedy",Jack Hannah,"Dick Kinney, Bob North","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,7.4,,,movie
tt0042332,Cinderella,1950,G,04 Mar 1950,74 min,"Animation, Family, Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Charles Perrault, Bill Peet, Erdman Penner","Ilene Woods, James MacDonald, Eleanor Audley",English,United States,7.3,97%,85/100,movie
